PM10,PM2.5,SO2,O3
30.97,2.49,4.69,11.58
23.68,2.53,4.31,10.22
22.53,2.62,4.00,8.75
17.59,2.49,3.93,9.04
15.09,,3.85,9.67
14.49,,3.92,10.17
11.05,,4.36,11.40
14.44,0.46,4.66,13.68
23.78,1.43,5.29,17.99
19.39,1.84,5.53,19.25
18.44,1.98,5.29,20.31
19.65,,5.37,21.31
18.86,,5.38,21.72
24.96,,5.15,18.75
34.43,0.32,5.17,18.86
28.15,4.77,5.27,18.33
23.49,4.75,5.70,17.41
20.90,4.41,5.12,16.15
22.12,4.00,5.22,13.77
25.73,3.71,4.67,12.78
21.57,3.55,4.47,12.57
24.58,3.81,4.22,12.13
27.59,3.70,4.31,9.92
28.43,3.60,4.23,8.96
24.29,3.51,4.25,9.25
21.81,1.67,4.03,8.66
23.69,1.98,4.03,8.11
18.51,2.11,3.89,8.72
16.34,1.89,3.93,8.73
18.54,2.03,3.90,8.67
15.80,1.91,4.22,9.32
20.37,1.88,4.27,9.97
25.73,1.82,4.63,14.64
25.75,1.86,4.96,16.81
24.09,1.87,5.09,18.32
18.72,,5.05,21.66
19.12,0.83,5.83,23.97
18.85,1.52,6.01,25.60
26.57,1.65,6.00,27.70
21.94,5.14,5.71,27.34
23.63,4.68,5.43,37.39
25.32,4.24,5.34,34.09
20.48,,5.19,22.05
22.72,,4.89,17.51
26.12,0.65,4.50,17.27
31.58,4.17,4.38,15.43
30.07,4.08,4.22,14.76
25.51,3.70,4.12,16.69
20.36,3.28,4.14,17.89
20.09,3.16,4.22,17.50
23.12,3.12,4.14,16.35
18.50,3.03,4.22,16.64
15.25,,4.19,16.84
8.61,,4.18,17.00
9.88,,4.50,15.99
20.08,0.19,4.90,16.96
23.61,1.84,5.51,18.72
26.66,3.46,5.72,21.41
25.65,,6.04,22.88
19.89,,5.91,24.10
18.75,,5.85,25.67
22.89,,5.69,26.93
23.32,0.16,5.80,27.63
20.68,0.96,5.69,25.23
22.51,1.56,5.59,21.97
25.25,1.58,5.44,19.94
27.72,1.66,5.13,16.39
32.00,1.78,5.17,11.82
34.97,7.10,4.94,14.37
36.01,9.46,4.65,14.26
41.58,,4.53,13.31
40.90,,4.58,12.10
37.93,,4.66,12.20
41.72,6.73,4.53,17.37
48.43,8.47,4.28,19.46
48.40,9.54,4.39,20.01
46.61,8.09,4.15,19.29
45.40,6.25,4.23,17.56
50.89,5.09,4.25,16.19
53.90,12.09,4.25,15.71
61.59,9.91,4.54,16.46
108.31,24.25,4.79,16.90
451.74,47.11,5.01,16.78
489.83,76.25,4.89,17.07
438.27,106.35,5.00,17.96
543.38,140.68,5.01,18.03
474.11,133.41,5.06,17.55
376.46,124.98,4.89,16.43
295.51,77.21,4.71,16.07
213.09,74.02,4.39,14.99
206.03,59.21,4.39,14.53
159.32,55.81,4.34,13.87
150.71,45.57,4.16,14.34
139.15,53.37,4.15,15.00
143.59,37.07,4.06,14.72
134.64,28.88,4.14,14.63
100.47,25.44,4.04,14.41
68.32,18.85,3.98,14.29
55.00,14.18,4.18,14.94
26.40,11.85,4.13,14.42
18.68,8.60,4.52,12.39
31.46,,5.89,12.26
31.61,,7.53,14.56
20.16,,6.72,17.59
10.79,4.68,6.55,18.27
17.26,4.37,6.30,19.02
11.73,3.67,5.87,19.15
9.33,3.08,6.12,20.15
18.34,2.82,5.32,14.44
13.19,2.49,4.80,13.34
18.33,2.45,4.68,13.32
13.13,2.39,4.77,14.90
10.66,2.39,5.32,16.49
14.42,,5.21,15.55
18.95,0.61,4.97,14.62
24.96,1.12,4.69,14.00
22.03,1.85,4.58,13.81
21.01,6.58,4.43,12.22
19.64,,4.37,12.38
16.63,,4.41,12.76
12.76,1.35,4.12,14.88
9.21,1.47,4.28,15.05
11.47,1.38,4.22,11.62
9.23,1.21,4.41,10.01
12.80,,4.40,10.27
11.06,,4.40,9.95
11.90,,4.35,8.23
9.69,0.56,4.56,7.67
14.31,2.55,4.70,9.51
19.09,2.65,5.33,12.85
15.29,2.58,6.85,15.62
15.63,2.21,6.37,17.52
12.19,2.35,6.00,18.14
9.06,2.29,5.56,17.29
6.58,2.36,5.70,17.05
13.21,2.43,5.58,17.51
13.40,,5.28,16.47
10.27,,5.04,15.54
10.71,,4.75,14.83
18.20,1.22,4.62,12.91
22.31,1.93,5.01,9.42
23.19,1.85,4.95,11.30
23.04,1.98,4.80,11.44
18.18,1.93,4.77,13.06
14.79,1.91,4.47,14.66
11.65,1.84,4.37,14.01
18.61,,4.39,13.13
16.03,,4.30,11.96
11.60,,4.32,9.76
8.99,,4.30,9.71
7.00,1.78,4.87,10.03
5.78,,3.30,11.56
8.76,0.20,3.59,15.51
7.16,0.83,3.78,17.74
5.25,1.00,3.85,19.21
7.75,0.96,3.70,20.34
6.91,0.95,3.74,21.23
9.18,0.88,3.85,20.49
10.48,1.14,3.77,19.46
15.08,1.47,3.56,18.49
15.37,1.63,3.62,18.32
19.83,1.79,3.66,18.42
16.42,1.65,3.35,16.52
12.07,1.60,3.38,14.73
13.41,,2.99,12.26
12.25,,2.57,11.31
20.62,,2.64,11.34
23.42,0.42,2.88,9.66
19.83,0.85,2.86,9.06
18.77,0.84,2.85,9.87
14.80,1.00,2.84,9.30
10.83,1.37,2.74,8.18
13.55,1.59,2.69,9.68
15.94,,2.85,8.86
17.57,,2.76,7.55
19.20,,3.00,9.81
23.12,,2.77,11.22
22.52,2.51,3.18,15.67
22.04,2.82,3.74,18.57
18.56,,4.11,19.81
18.05,,3.89,19.01
29.05,,3.71,17.50
31.05,2.60,3.35,15.64
27.46,4.37,2.99,10.86
25.84,8.70,3.12,11.38
27.41,,3.21,12.48
26.63,,3.22,10.18
36.28,,3.18,9.05
38.70,,3.15,7.76
38.66,5.23,3.19,6.83
34.04,4.36,3.06,6.31
32.03,3.79,3.14,5.93
27.85,3.50,3.01,6.12
21.40,3.13,2.95,6.93
15.56,,2.96,7.57
19.56,,2.92,7.25
15.93,,2.95,6.19
11.46,,2.90,6.68
17.71,,3.24,6.84
21.33,,3.29,6.95
27.59,,3.43,12.54
34.93,3.64,3.84,14.36
26.36,3.46,4.46,18.09
22.99,,4.56,17.69
21.65,,4.47,17.55
21.18,,4.07,18.43
28.82,,3.99,18.29
25.12,,3.78,20.23
19.96,,4.29,19.02
23.73,3.43,4.01,17.12
29.55,3.04,3.52,15.70
27.96,2.86,3.51,15.05
34.77,2.89,3.28,14.58
28.70,2.77,3.20,13.35
29.86,2.64,3.15,12.77
27.04,,3.07,12.21
23.98,,3.04,12.38
27.88,,3.02,10.61
22.38,,3.09,9.04
24.37,,3.23,8.03
20.34,2.84,3.34,7.56
18.01,2.87,3.17,8.66
15.26,3.22,3.33,11.89
22.74,3.39,3.57,12.83
22.42,4.66,3.83,16.18
,,,
15.84,6.51,,24.47
22.25,9.32,,18.72
24.18,9.19,,18.87
26.43,6.93,3.44,17.70
32.41,6.47,3.46,17.03
28.69,10.88,3.19,15.96
30.21,11.88,3.20,16.07
29.73,10.18,2.93,14.44
23.72,8.59,2.86,13.44
27.15,7.22,2.66,12.25
30.98,6.31,2.53,12.74
32.30,11.39,2.71,12.16
25.75,12.58,2.76,10.93
18.94,9.31,2.44,9.74
16.95,10.04,2.54,7.50
22.35,9.59,2.57,7.26
23.78,7.03,2.64,8.15
24.61,5.54,2.59,10.30
25.69,4.88,2.42,9.60
22.01,5.25,2.41,10.16
22.21,5.23,2.50,9.77
25.62,10.36,2.71,10.43
30.77,11.93,3.26,14.47
27.81,8.61,3.36,15.53
23.90,6.19,3.45,15.71
30.90,6.62,3.29,15.22
28.07,11.77,3.34,16.47
30.21,12.18,3.32,14.53
45.32,12.13,3.31,14.84
41.56,11.34,3.24,16.03
37.89,12.14,3.20,15.57
35.45,13.43,2.96,14.88
35.95,13.62,3.07,14.11
34.34,18.00,2.78,12.69
37.70,18.30,2.75,12.52
37.56,14.11,2.54,11.55
30.56,17.67,2.82,9.76
27.68,17.77,2.85,8.10
27.51,12.73,2.83,8.50
24.79,9.16,2.94,7.62
26.15,6.55,2.80,6.95
27.91,5.14,2.73,6.21
25.58,4.87,2.71,6.93
25.78,5.15,2.53,6.83
25.39,11.57,2.90,10.28
29.14,13.72,3.58,11.52
41.91,11.46,3.92,13.63
41.31,11.33,4.57,16.49
35.90,9.52,4.71,17.84
34.67,7.11,4.61,21.14
32.85,8.69,4.39,22.06
30.50,9.06,4.20,21.01
34.43,13.87,4.09,19.14
37.43,16.93,4.02,19.19
34.22,13.91,3.50,14.51
35.82,10.49,3.47,13.21
39.28,14.77,3.18,13.20
34.62,20.09,3.09,12.69
33.81,18.83,2.83,12.01
32.88,14.74,2.64,11.83
30.47,15.17,2.80,12.70
28.81,14.08,2.62,12.70
25.63,10.41,2.68,12.08
24.91,7.66,2.61,10.04
32.75,6.12,2.67,8.44
35.66,4.75,2.59,7.21
33.41,3.71,2.45,7.15
33.85,4.01,2.50,7.93
33.95,7.72,2.65,8.52
38.62,8.48,3.29,11.44
50.25,6.85,3.49,12.78
,,,
,,,
,,,
,,,
,,,
47.48,,,27.73
54.80,40.00,3.61,28.40
51.42,21.78,3.93,25.88
52.45,13.31,3.82,19.75
50.71,14.49,3.35,17.12
47.26,15.87,4.75,14.10
43.02,14.95,6.17,12.21
43.69,16.78,6.34,11.91
42.86,20.11,7.16,11.21
41.46,17.68,6.90,9.92
40.43,13.11,6.47,8.95
45.28,9.76,6.03,7.84
49.32,7.44,5.89,7.85
48.27,8.42,5.62,8.19
44.53,7.95,5.52,6.88
41.05,8.40,5.70,7.20
35.80,9.38,5.41,8.05
41.45,11.61,5.84,8.91
51.91,16.17,6.88,8.83
61.23,18.67,8.82,14.43
63.94,20.93,9.51,20.26
59.93,18.76,8.39,21.79
59.94,22.39,7.86,21.81
56.61,23.08,7.83,21.03
61.15,17.20,7.51,21.37
60.63,18.90,7.11,20.40
54.14,18.09,6.95,20.00
51.98,16.77,6.58,17.68
52.98,23.10,6.29,16.22
56.81,31.00,5.91,12.33
54.20,30.93,5.75,13.51
48.51,30.19,5.65,12.53
47.53,30.22,5.52,12.74
47.17,,5.58,12.42
44.70,,5.47,11.57
41.58,5.20,5.35,9.89
42.68,8.65,5.44,10.52
44.69,12.97,5.25,10.20
37.88,13.12,5.45,9.18
38.96,11.34,5.14,8.78
38.58,16.72,5.26,11.06
37.60,17.30,5.68,9.20
43.52,18.57,5.88,13.12
45.26,24.11,5.99,13.98
52.11,21.64,6.50,21.31
53.55,16.51,6.63,21.54
48.02,17.95,6.47,20.55
47.43,18.58,6.43,22.66
57.71,20.29,6.41,19.88
56.71,23.00,6.39,18.19
62.76,21.56,6.18,15.26
61.09,18.16,5.97,14.36
58.35,16.75,5.85,13.64
58.21,22.83,5.69,13.90
62.67,28.32,5.70,16.07
62.72,33.18,5.45,14.19
62.78,36.78,5.32,13.84
63.37,30.87,5.33,14.22
59.56,22.27,5.29,14.69
56.84,17.84,5.28,13.81
57.41,16.69,5.24,12.90
57.60,19.63,5.28,17.55
55.88,23.60,5.31,12.85
56.18,26.60,5.20,9.94
56.59,25.25,5.48,12.25
59.04,23.48,6.08,13.32
74.24,19.39,6.21,16.56
70.06,21.04,6.34,19.75
72.69,21.78,6.51,19.46
67.89,17.72,6.68,22.07
62.32,22.88,6.58,19.55
54.03,28.64,6.25,18.55
60.35,24.30,6.09,18.22
61.43,21.77,6.11,16.96
58.29,25.11,5.91,22.50
52.44,26.73,5.74,16.04
52.61,23.58,5.59,13.67
46.64,26.66,5.33,13.94
41.85,35.52,5.14,13.01
42.65,32.50,5.31,14.42
46.46,26.08,5.13,15.23
51.11,20.56,5.12,14.55
52.59,14.69,5.02,14.71
50.16,10.87,4.96,13.47
55.44,8.11,5.13,14.78
53.00,12.58,4.99,18.49
51.55,13.85,4.91,17.50
49.79,10.21,4.95,17.60
42.48,7.55,5.25,20.04
35.00,5.43,5.18,13.77
32.13,5.05,5.02,15.79
30.95,5.84,5.22,26.51
28.10,5.47,5.52,22.61
21.73,4.66,5.67,21.43
15.46,3.99,5.42,21.72
15.70,3.31,5.30,20.01
20.53,3.40,4.95,16.41
17.96,9.55,4.95,15.08
17.42,11.84,4.99,18.11
18.29,9.06,5.18,16.40
14.56,7.19,5.18,14.58
16.27,5.52,4.87,10.48
19.82,7.85,5.04,7.55
23.68,8.54,4.91,13.88
22.94,6.52,4.96,15.28
19.82,,5.00,14.97
16.04,,5.01,16.16
15.35,,4.93,9.23
18.11,,5.08,8.83
15.70,,4.94,8.81
12.65,0.34,5.04,8.67
9.84,1.35,4.99,10.35
12.28,2.25,5.26,10.53
14.53,2.13,5.73,15.97
21.88,2.81,5.83,19.20
20.70,3.59,6.30,19.50
15.25,3.36,6.17,24.07
12.28,3.94,6.17,23.01
18.55,6.97,6.10,23.79
16.62,7.51,3.60,24.15
19.33,6.06,4.02,22.52
20.84,7.01,3.78,21.81
14.28,7.42,3.58,19.93
19.15,8.43,3.55,19.71
21.67,10.12,3.29,20.32
24.80,12.54,3.05,18.69
27.22,11.97,2.90,17.67
26.50,8.86,2.81,17.36
20.54,9.24,2.66,16.10
14.95,,2.63,17.00
13.51,,2.66,16.67
13.70,,2.71,17.15
18.80,,2.80,16.46
16.70,,2.78,14.94
12.31,0.20,2.62,13.42
12.59,0.95,2.65,11.07
11.43,1.43,2.71,24.12
18.14,2.51,3.08,15.07
25.58,3.16,3.55,18.68
21.83,3.08,3.91,22.17
21.52,3.31,4.11,22.80
24.79,3.51,4.03,23.06
20.97,3.66,3.70,20.32
15.64,3.66,3.49,20.73
29.14,3.82,3.27,17.50
35.13,9.32,3.34,17.01
29.05,11.32,3.15,18.11
27.44,8.82,3.01,17.78
23.89,9.86,3.03,14.66
28.49,14.14,3.05,12.60
25.65,15.53,2.81,10.47
22.40,18.66,2.60,9.71
19.25,17.91,2.97,8.96
14.45,,3.25,9.48
17.34,,3.24,10.17
18.65,,3.21,8.19
21.06,,3.21,7.22
17.56,,3.26,7.25
15.74,,3.34,7.40
17.81,,3.23,8.04
18.44,4.05,3.17,9.28
18.54,6.49,3.08,10.48
24.11,7.56,3.41,11.88
28.91,5.87,3.68,15.71
23.87,4.74,3.84,16.86
17.10,4.34,4.07,17.75
12.03,3.50,4.17,23.40
8.42,3.00,3.94,19.77
17.98,2.82,4.06,18.55
17.12,,4.05,18.17
16.56,,3.91,22.89
15.40,,3.96,24.27
18.85,2.08,3.91,20.87
20.78,4.23,3.69,16.72
24.66,5.20,3.45,22.20
24.36,5.09,3.37,15.54
26.17,5.80,3.43,16.40
42.54,6.34,3.30,22.05
50.60,10.17,3.33,22.95
59.62,11.68,3.23,21.89
61.12,10.25,3.21,19.68
60.39,12.91,3.06,19.69
52.82,14.74,3.24,19.85
52.61,15.95,3.12,17.40
48.19,16.02,3.20,17.40
46.00,14.76,3.32,17.42
45.83,15.71,3.30,17.19
42.81,13.94,3.63,20.04
39.97,10.38,3.74,19.78
36.89,7.75,3.95,21.15
33.82,5.76,3.84,20.57
31.63,4.73,3.78,19.25
36.33,3.94,3.76,19.67
33.41,3.21,3.70,20.38
25.08,2.58,3.63,20.11
27.20,5.07,3.73,18.49
30.62,9.83,3.56,16.29
28.60,9.92,3.47,15.01
26.98,15.07,3.37,14.90
24.18,17.32,3.24,15.15
25.21,15.69,3.29,15.06
26.72,13.27,3.27,15.06
29.75,10.20,3.26,14.57
24.63,8.14,3.16,15.13
30.81,6.73,3.09,11.17
36.00,5.32,3.02,11.41
31.44,4.52,3.08,11.08
29.78,4.31,3.14,8.52
30.02,3.91,3.41,10.89
33.42,4.08,3.62,12.01
44.14,4.71,3.48,12.64
47.29,9.17,4.03,19.16
38.83,10.30,4.60,23.60
43.64,7.61,4.56,26.58
35.93,5.59,4.49,26.13
30.68,4.39,4.45,24.24
35.48,6.91,4.41,21.39
37.59,13.42,4.25,20.49
36.21,15.53,4.01,19.85
28.98,12.54,3.90,17.58
26.50,11.27,3.80,17.68
26.47,11.97,3.46,15.83
30.20,13.15,3.47,13.96
24.97,17.54,3.79,12.21
24.11,21.11,3.67,12.85
22.05,18.04,3.62,12.72
24.43,12.91,3.50,13.54
21.76,9.21,3.43,14.36
25.86,7.14,3.36,13.21
23.33,6.07,3.27,8.51
20.03,,3.08,8.32
22.98,,3.16,7.53
29.65,6.80,3.65,11.03
29.73,8.63,4.09,16.66
36.93,7.10,4.64,18.75
34.62,5.61,6.26,21.65
36.57,4.35,5.59,22.69
29.63,3.37,5.50,24.04
25.62,3.03,5.02,23.15
25.36,4.76,4.62,21.92
26.56,5.07,4.57,22.48
25.76,7.14,4.53,21.43
28.00,12.37,4.17,20.26
28.72,12.33,4.08,19.23
26.20,10.43,3.85,18.07
32.64,16.73,3.67,14.82
36.11,24.46,3.42,14.11
29.81,28.50,3.47,14.90
32.45,25.43,3.38,14.59
34.50,,3.39,15.25
26.87,,3.27,14.79
23.59,,3.20,15.40
27.42,,3.20,12.78
22.29,,3.21,10.66
20.31,5.17,3.30,12.39
21.78,6.02,3.55,8.61
25.71,11.85,3.59,9.40
26.16,12.65,3.84,17.92
28.02,9.15,4.35,21.76
26.45,6.53,4.47,22.39
19.89,4.57,4.48,22.45
17.46,3.52,4.32,20.32
16.09,3.27,4.18,20.77
23.39,3.06,4.18,19.34
26.79,2.57,4.15,21.07
23.47,2.24,4.09,19.10
22.71,3.32,4.00,18.57
25.67,3.91,3.87,16.69
27.23,4.58,3.71,14.90
27.53,6.11,3.53,14.25
31.11,10.64,3.61,12.85
27.01,14.22,3.57,12.71
29.97,15.72,3.53,12.39
29.60,13.74,3.58,13.15
22.56,,3.62,13.11
20.23,,3.54,11.83
25.33,,3.49,8.73
25.11,,3.63,8.62
23.42,1.91,3.57,7.62
27.44,2.81,3.54,9.26
29.57,6.37,3.69,10.21
30.65,8.79,3.98,14.75
32.02,7.86,3.86,13.31
34.09,6.84,4.14,17.56
33.60,5.89,4.44,21.64
39.76,7.66,5.31,26.04
37.00,10.40,6.65,29.34
40.70,9.79,7.21,29.52
47.62,15.04,7.06,23.79
47.20,15.90,7.27,19.50
37.73,13.63,8.26,20.10
35.03,14.14,9.58,19.68
40.48,12.26,7.91,19.20
45.13,16.13,5.07,16.16
54.42,23.09,4.61,14.84
47.80,23.00,3.93,10.09
41.33,21.28,3.99,10.35
42.90,17.93,3.56,8.85
40.85,,3.65,9.36
39.12,,3.56,9.58
39.67,4.77,3.46,9.31
43.78,6.04,3.25,9.33
37.32,5.91,3.41,7.48
33.40,12.06,3.29,8.00
33.84,13.73,3.98,9.41
34.55,12.21,4.60,17.10
38.06,10.20,5.08,21.04
30.02,7.25,5.43,25.44
26.44,5.25,5.51,26.75
20.55,3.96,5.32,28.37
14.68,3.05,5.81,30.95
11.61,,6.70,33.49
16.04,,6.77,36.11
18.18,,6.86,35.88
19.04,2.25,6.89,31.70
22.18,5.80,10.14,24.80
25.79,7.04,8.31,21.72
29.29,4.54,10.40,18.57
32.41,7.50,11.22,14.09
41.41,17.06,7.18,7.96
48.69,24.98,5.76,8.23
52.50,22.70,4.87,11.19
48.92,16.30,4.57,13.50
41.91,12.46,4.08,12.61
43.23,11.98,3.94,12.58
41.98,12.80,3.76,12.50
39.55,12.73,3.74,13.61
30.47,10.56,4.01,13.61
24.23,12.63,4.58,13.76
25.46,12.13,5.25,16.64
24.86,8.53,5.66,18.94
21.24,6.10,5.55,21.60
17.55,4.67,5.60,24.03
13.34,3.70,5.55,25.18
13.70,3.17,5.24,25.37
10.99,3.04,5.70,28.27
18.45,3.07,5.86,31.14
22.76,5.28,5.78,32.43
28.67,8.60,8.13,33.48
30.38,8.32,11.94,31.17
27.38,6.90,6.54,25.65
35.03,4.07,6.07,19.59
44.65,3.80,5.76,12.78
48.53,16.65,5.12,17.04
50.11,22.86,4.78,16.64
47.67,9.00,4.57,16.69
44.86,2.65,4.32,16.63
41.44,3.47,4.14,16.82
41.76,8.04,4.10,16.35
39.96,9.31,4.22,15.16
33.95,8.34,3.92,13.80
23.61,11.64,3.88,13.37
19.46,11.18,4.66,14.26
21.15,7.83,5.29,13.74
18.25,5.58,5.47,18.50
15.05,4.12,5.40,22.02
19.54,3.33,5.15,23.14
19.77,3.07,4.79,24.46
16.54,2.92,5.01,26.90
13.67,3.80,5.25,29.18
22.71,4.37,5.52,32.22
25.33,6.01,5.77,32.46
19.53,6.39,5.52,32.45
21.43,6.38,14.67,30.38
30.97,12.32,13.36,27.41
35.33,10.31,7.35,22.33
38.43,12.19,7.14,12.42
44.75,17.48,6.73,9.04
47.00,15.60,5.79,15.64
50.55,11.31,5.17,15.04
50.23,8.42,4.91,15.03
48.70,6.39,4.52,15.61
44.63,6.37,4.40,15.27
36.08,8.55,4.39,11.71
41.08,14.18,4.28,9.03
43.36,21.12,4.65,9.58
46.08,24.32,5.81,15.51
46.65,20.22,6.91,18.36
46.11,14.19,6.40,18.62
44.33,9.98,5.99,23.31
39.59,10.36,5.49,28.09
35.45,14.67,5.44,35.60
34.79,14.95,8.93,41.59
39.43,14.03,6.44,39.47
51.14,17.47,5.31,39.12
48.15,18.62,6.79,35.22
43.78,15.02,6.51,31.92
40.61,13.40,12.54,25.18
36.85,10.21,18.56,21.02
38.56,8.56,11.00,20.23
45.33,8.45,7.40,14.56
49.14,12.81,6.89,5.42
56.41,21.47,6.59,4.50
66.92,20.83,5.97,7.73
72.80,17.48,5.12,8.85
59.22,14.31,4.92,9.99
48.45,11.71,4.72,13.83
41.09,9.64,4.52,12.33
38.32,10.25,4.36,12.42
31.80,15.37,4.63,12.39
35.33,14.83,5.44,13.73
41.75,15.04,6.22,16.82
36.33,14.00,6.21,19.91
36.45,10.17,5.61,23.65
37.11,7.18,5.17,26.82
29.24,9.65,4.93,32.67
37.48,16.62,4.87,32.97
39.60,21.45,5.04,32.44
46.90,24.70,6.83,31.72
55.22,27.50,9.10,30.80
52.95,23.29,8.42,28.77
43.19,15.76,6.06,23.20
38.61,10.67,5.87,18.00
39.55,8.75,6.24,10.22
50.64,7.84,6.32,10.22
50.46,8.25,6.28,7.96
59.58,13.48,6.46,5.05
66.56,7.45,5.27,5.60
66.92,8.55,5.13,4.64
69.27,26.00,4.78,7.43
71.73,27.86,4.67,8.85
62.09,19.74,4.25,8.46
51.18,14.18,4.23,9.24
43.23,11.89,4.34,11.82
42.14,9.57,4.82,13.69
41.85,9.01,5.28,15.81
45.34,8.21,5.53,18.95
38.73,9.02,5.14,21.19
36.15,8.76,4.75,22.43
36.04,10.73,4.77,22.92
36.00,17.68,4.51,24.83
31.60,18.40,4.28,27.06
37.56,17.78,8.64,29.82
43.67,20.14,11.23,29.91
53.52,18.64,5.98,27.38
51.33,15.47,9.38,20.90
46.49,13.50,5.62,14.50
44.72,8.80,5.39,15.09
43.38,7.68,5.37,16.53
40.07,7.25,5.08,18.61
35.28,7.85,4.92,16.17
41.52,7.26,5.00,8.57
61.64,14.14,4.53,12.78
88.26,41.40,4.28,13.74
99.99,56.45,4.18,12.49
93.42,45.00,4.04,10.74
41.00,,4.02,10.42
32.52,,4.22,10.48
36.21,,4.88,13.06
32.50,,5.48,14.12
49.76,0.29,5.79,15.93
50.59,3.99,6.17,19.92
44.24,7.54,9.45,23.61
44.75,5.77,7.15,26.04
35.38,4.95,7.64,25.16
31.64,3.96,5.53,24.23
35.28,3.75,5.47,23.82
33.02,6.57,5.44,21.95
32.07,5.53,5.12,21.48
27.89,4.76,4.96,21.87
25.78,4.20,5.18,17.81
25.68,3.81,5.01,17.77
27.02,3.83,4.60,18.72
25.36,3.85,4.41,19.26
22.86,3.75,4.32,15.50
23.20,3.73,4.09,14.63
21.44,4.38,3.82,15.48
32.09,7.50,4.05,13.00
33.50,9.04,4.05,12.91
39.81,12.95,4.04,12.55
40.77,13.20,3.97,12.22
38.20,15.30,4.23,11.53
29.51,11.30,4.81,14.56
18.85,7.16,4.85,18.46
13.18,5.75,5.05,23.33
9.87,5.03,5.20,24.87
9.36,3.88,5.53,26.28
12.69,3.14,5.40,26.48
16.14,2.80,5.21,26.51
25.89,3.31,5.67,22.51
49.53,9.49,5.44,19.28
47.65,14.70,5.14,17.70
44.85,15.21,4.86,16.24
44.11,11.90,4.77,16.41
41.34,15.01,4.78,16.76
42.63,22.30,4.54,14.05
47.76,20.72,4.31,14.87
54.82,21.08,4.06,14.27
64.73,24.82,3.98,16.68
56.87,23.17,3.91,15.36
52.97,16.76,3.99,15.50
49.43,17.61,4.02,14.28
56.03,21.44,4.27,14.49
62.25,15.76,4.36,13.05
46.42,11.50,4.59,11.30
36.78,12.25,4.31,10.35
28.04,9.50,4.74,9.54
24.95,7.24,5.14,14.40
30.45,5.19,5.50,19.77
24.80,,5.81,22.36
19.12,,6.32,24.03
20.57,,5.99,25.86
30.53,4.91,6.30,24.65
50.82,15.21,6.19,21.86
53.30,11.70,5.76,21.19
47.62,8.68,5.72,20.94
41.55,7.51,5.49,20.26
39.37,11.03,5.30,19.74
37.99,8.17,5.16,18.22
38.80,6.43,4.61,16.56
48.83,14.27,4.52,14.96
44.18,27.06,4.38,15.30
70.49,28.82,4.31,14.20
75.59,32.03,4.23,14.30
29.13,22.72,4.25,12.67
21.62,16.20,4.27,12.51
22.61,11.55,3.97,10.62
17.54,9.01,3.86,10.11
16.94,7.07,3.76,10.26
17.82,5.80,3.81,9.08
25.24,4.21,4.24,12.12
30.63,4.77,4.74,15.12
45.66,8.33,5.32,14.46
50.15,,5.64,19.15
49.33,2.03,5.95,22.91
45.20,2.28,6.53,23.43
39.84,3.24,6.25,20.99
42.53,9.54,6.00,18.91
58.70,6.95,5.65,18.91
56.75,5.21,5.26,19.93
40.68,3.94,5.02,20.03
27.89,3.23,5.12,19.59
25.54,2.82,5.02,17.95
29.88,2.35,4.89,15.82
40.91,6.98,4.55,14.47
45.74,31.23,4.48,13.59
63.57,33.32,4.17,13.92
34.42,25.65,4.00,13.30
22.55,19.35,4.21,14.44
31.36,15.58,3.95,12.06
25.36,11.49,4.10,10.43
17.48,9.05,3.96,9.61
12.72,6.94,3.82,9.24
15.48,5.32,3.81,8.96
23.32,4.02,4.49,10.81
24.30,3.99,4.97,14.87
30.74,3.54,5.38,16.26
33.03,3.15,5.79,18.54
36.58,2.61,5.78,24.75
35.43,2.33,5.94,25.95
36.34,3.29,6.53,26.36
46.82,8.11,6.73,23.37
56.93,20.97,6.37,21.10
55.01,0.62,6.00,20.50
45.62,7.87,5.53,20.03
43.42,18.21,5.13,18.27
41.20,13.58,4.99,16.23
41.07,10.02,4.76,14.62
46.78,8.14,4.43,13.05
40.48,17.71,4.38,12.94
58.04,19.04,4.24,11.88
64.52,23.37,4.24,11.23
53.64,17.10,4.28,13.12
18.30,12.67,4.20,13.14
21.17,9.70,4.03,8.79
19.23,6.98,4.16,7.68
13.86,5.47,3.80,8.66
18.89,4.79,4.11,7.76
24.27,5.30,4.26,8.77
30.10,6.64,4.94,12.89
35.19,7.75,5.89,16.56
39.20,6.50,6.41,20.54
41.33,4.95,6.36,24.79
43.24,5.30,6.35,29.26
61.21,11.38,6.30,29.60
57.72,18.28,5.89,27.35
59.77,47.29,5.82,25.33
64.48,32.47,5.58,23.36
56.21,22.81,5.63,22.33
49.15,16.47,5.67,21.94
49.32,,5.55,19.76
45.44,8.96,5.34,16.37
58.38,6.81,4.96,11.82
58.89,7.17,6.81,9.03
62.99,20.43,5.99,10.27
63.43,31.89,5.29,10.94
71.86,28.57,4.75,10.88
77.14,35.01,4.65,10.17
61.87,26.58,4.43,7.77
17.65,,4.23,7.70
14.11,,4.12,8.83
18.46,5.59,4.11,8.28
27.79,7.87,4.57,10.42
36.70,8.55,5.22,14.34
49.09,8.68,6.05,17.93
50.93,6.44,6.29,20.82
54.70,4.90,6.13,24.83
60.62,,5.92,33.25
57.86,6.50,5.53,32.95
